naics_code,federal_action_obligation,awarding_agency_name,awarding_sub_agency_name,award_description,funding_office_name,recipient_name,recipient_county_name,recipient_congressional_district,recipient_zip_4_code,implan_code,CewEmpRatio,CewWagesRatio,CewAvgRatio,SourceYear
238210,12855.98,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,SAPF ELECTRICAL B1199,F1S0AM 416 FLTS CCB,"LEAD BUILDERS, INC.",VENTURA,26,91362,60,NA,NA,NA,NA
238210,15165.37,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",SIMPLICITY III AIO ECU,261P-NETWORK CONTRACT OFC21(00261P),"MARTINO CONSULTING SERVICES, LLC",SANTA CLARA,18,940433011,60,NA,NA,NA,NA
238210,16893.3,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,SIPRNET CABLES FOR BUILDING 12006,21 SOPS OLA,LUIS OMAR URIAS,SANTA BARBARA,24,934542463,60,NA,NA,NA,NA
238210,17300,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,ELECTRICAL WORK - QTY 1 JOB,NAVAL AIR WARFARE CENTER,"THOMSON ELECTRIC, INC.",VENTURA,26,930102609,60,NA,NA,NA,NA
238210,17452,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,480V POWER SUPPLY,1106 AV GRP    AUG TDA,"INDUSTRIAL CONTROL & DESIGN, INC",FRESNO,16,937251933,60,NA,NA,NA,NA
238210,18546.5,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,LABOR,NAVAL AIR WARFARE CENTER,EMPIRE CABLING INC,VENTURA,26,930211700,60,NA,NA,NA,NA
238210,22701.52,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",NETWORK DROPS FOR ACCESS POINTS,600-VA LONG BEACH HLTCAR SYS(00600),"BLUE NOSE IT SOLUTIONS, INC.",SAN DIEGO,52,921236402,60,NA,NA,NA,NA
238210,22750,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,PROVIDE GENERATOR POWER TO OPS GROUP DESK,CIVIL ENG,"WILD ELECTRIC, INCORPORATED",FRESNO,16,937021660,60,NA,NA,NA,NA
238210,23618.33,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",DISCONNECT POWER,691-VA GREATER LA HLTHCR SYS(00691),FEDVET CONSTRUCTION,SAN DIEGO,51,919115892,60,NA,NA,NA,NA
238210,24800,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,CDC INTERCOM,F1S3AN 412 MSG,TIME AND ALARM SYSTEMS,RIVERSIDE,41,917521147,60,NA,NA,NA,NA
238210,27500,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",ELECTRIC PNEUMATIC TUBE SYSTEM PM,600-VA LONG BEACH HLTCAR SYS(00600),FEDVET CONSTRUCTION,SAN DIEGO,51,919115892,60,NA,NA,NA,NA
238210,29539.27,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,B-57 PDES PROVIDE POWER TO SIPR LAB,NIWC PACIFIC,DUWRIGHT CONSTRUCTION INC.,SAN DIEGO,53,921232839,60,NA,NA,NA,NA
238210,32740,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",TEMPORARY EMERGENCY GENERATOR,262-NETWORK CONTRACT OFFICE 22L (36C262),DUTHIE ELECTRIC SERVICE CORPORATION,LOS ANGELES,44,908054416,60,NA,NA,NA,NA
238210,56673,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,FINAL DENIAL BARRIERS (FDB) SYSTEM,NAVAL BASE POINT LOMA,POWER PRO PLUS INC.,SAN BERNARDINO,31,923768638,60,NA,NA,NA,NA
238210,70103.29,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,LIGHTING PROJECTS B8117 B8402 B8457 @ MIRAMAR,COMMANDING OFFICER,DUWRIGHT CONSTRUCTION INC.,SAN DIEGO,53,921232839,60,NA,NA,NA,NA
238210,98450,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",PROVIDE AND SWITCHGEAR CONNECT TEMPORARY EMERGENCY GENERATOR,262-NETWORK CONTRACT OFFICE 22L (36C262),"ALLISON ELECTRIC, INC.",ORANGE,48,926493042,60,NA,NA,NA,NA
238210,111962.55,DEPARTMENT OF HOMELAND SECURITY (DHS),FEDERAL EMERGENCY MANAGEMENT AGENCY,R9 UNINTERRUPTABLE POWER SUPPLY (UPS),REGION 9: EMERGENCY PREPAREDNESS AN,TOTAL ONLINE PROTECTION LLC,RIVERSIDE,50,925927127,60,NA,NA,NA,NA
238210,127249.95,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X009 ROUTE POWER FOR DYNAMOMETER BLDG. 641,COMMANDING OFFICER,BARKLEY ANDROSS CORP.,SAN BERNARDINO,8,923455013,60,NA,NA,NA,NA
238210,136360,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",EXTEND TEMPORARY EMERGENCY GENERATOR,262-NETWORK CONTRACT OFFICE 22L (36C262),"ALLISON ELECTRIC, INC.",ORANGE,48,926493042,60,NA,NA,NA,NA
238210,153212.74,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,NAICS 238210 ELECTRICAL 8(A) JOC,NAVFAC SOUTHWEST,DUWRIGHT CONSTRUCTION INC.,SAN DIEGO,53,921232839,60,NA,NA,NA,NA
238210,166486,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,NAICS CODE 238210 IDIQ JOC --  HD 82 FIRE SUPPRESSION AND SHUNT TRIP,NAVFAC SOUTHWEST,HEFFLER CONTRACTING GROUP,SAN DIEGO,53,920215464,60,NA,NA,NA,NA
238210,278010,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,MOD P00005 FOR DEMO 400HZ DISTRO SYS FACILITY 90075 @ MCAS MIRAMAR,COMMANDING OFFICER,"JAIME PARTNERS, INC.",SAN DIEGO,52,921014603,60,NA,NA,NA,NA
238210,337073.68,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,NEW LED LIGHTS AND POLES FOR BASEBALL FIELD B2203 EDWARDS AIR FORCE BASE,F1S2AA  412 CE CEIAR,"LEAD BUILDERS, INC.",VENTURA,26,91362,56,NA,NA,NA,NA
238210,516981.97,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,CON (SB) NORTHSIDE FIBER PROJECT,NAVFAC SOUTHWEST,BARKLEY ANDROSS CORP.,SAN BERNARDINO,8,923455013,56,NA,NA,NA,NA
238210,727539.38,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,FIBER AT AF NETWORK,F3YCFA  38 CEIG OSS,JCJ CHAVEZ CONSTRUCTION INCORPORATED,KERN,23,935554121,56,NA,NA,NA,NA
238220,-808273,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,BA1614M BA1615M AND BA1616M,COMMANDING OFFICER B400,SUPERIOR FIRE INC.,VENTURA,26,930368919,60,NA,NA,NA,NA
238220,-114942.3,DEPARTMENT OF DEFENSE (DOD),DEFENSE MEDIA ACTIVITY (DMA),PARTS,HQ DEFENSE MEDIA ACTIVITY,US COMFORT BUILDING SERVICES,LOS ANGELES,29,913311331,60,NA,NA,NA,NA
238220,-38901.07,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X004 MCRD - CNG DISPENSERS&VALVE PANEL,NAVFAC SOUTHWEST,HEFFLER CONTRACTING GROUP,SAN DIEGO,53,920215464,60,NA,NA,NA,NA
238220,-23640.45,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X034 WH625 WATER RISER LEAK,COMMANDING OFFICER,PARADIGM MECHANICAL CORP.,SAN DIEGO,53,919451311,60,NA,NA,NA,NA
238220,-8293.64,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",ADD FUNDING,NATIONAL CEMETERY ADMIN (36C786),MODERNO INC,RIVERSIDE,42,925622255,60,NA,NA,NA,NA
238220,-5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DE-OBLIGATE MINIMUM GUARANTEE,NAVFAC SOUTHWEST,"SOUZA CONSTRUCTION, INC.",TULARE,22,932232040,60,NA,NA,NA,NA
238220,-5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DE-OBLIGATE MINIMUM GUARANTEE,NAVFAC SOUTHWEST,SPEEDWAY ORION JV,SAN DIEGO,52,921092333,60,NA,NA,NA,NA
238220,-5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X001 CONTRACT MINIMUM GUARANTEE,NAVFAC SOUTHWEST,HEFFLER CONTRACTING GROUP,SAN DIEGO,53,920215464,60,NA,NA,NA,NA
238220,-4000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,TASK ORDER 0002,NAVFAC SOUTHWEST,"HANSON, DAWNETTE M",ORANGE,49,926736810,60,NA,NA,NA,NA
238220,-2702,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",DENTAL AIR SYSTEMS,600-VA LONG BEACH HLTCAR SYS(00600),CERTIFIED MEDICAL SALES,RIVERSIDE,42,925622251,60,NA,NA,NA,NA
238220,2864.28,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",ADD FUNDING,NATIONAL CEMETERY ADMIN (36C786),MODERNO INC,RIVERSIDE,42,925622255,60,NA,NA,NA,NA
238220,2995,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",BOILER 1 OVERHAUL-SEPULVEDA CAMPUS,691-VA GREATER LA HLTHCR SYS(00691),POWERHOUSE COMBUSTION & MECHANICAL CORPORATION,ORANGE,46,927044423,60,NA,NA,NA,NA
238220,3741,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",B216-NEW JOCKEY PUMP AND FIRE PUMP.,600-VA LONG BEACH HLTCAR SYS(00600),"WEST COAST FIRE PROTECTION, INC.",SAN BERNARDINO,35,917108405,56,NA,NA,NA,NA
238220,5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,MINIMUM GUARANTEE,SUPPLY OFFICER,"MESA ENERGY SYSTEMS, INC.",ORANGE,45,926181816,60,NA,NA,NA,NA
238220,5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,MINIMUM GUARANTEE,SUPPLY OFFICER,"SOUZA CONSTRUCTION, INC.",TULARE,22,932232040,60,NA,NA,NA,NA
238220,5042.6,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,MOBILIZATION AND DEMOBILIZATION COSTS,60 CES CEOE,"HOLLOWAY CONSTRUCTION, INC.",KINGS,21,93202,60,NA,NA,NA,NA
238220,5600,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",STEAM AND CONDENSATE SYSTEMS SURVEY AT THE VA GREATER LOS ANGELES HEALTHCARE SYSTEM.,691-VA GREATER LA HLTHCR SYS(00691),"BORJA ENGINEERING & CONSTRUCTION, INC",SAN DIEGO,50,920253876,60,NA,NA,NA,NA
238220,7501,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",WIRING AND PROGRAMMING EMERGENCY WATER PUMPS,605-VA LOMA LINDA HLTHCR SYS(00605),"MESA ENERGY SYSTEMS, INC.",ORANGE,45,926181816,60,NA,NA,NA,NA
238220,7777.92,DEPARTMENT OF HOMELAND SECURITY (DHS),U.S. COAST GUARD,PRI 3 STA BODEGA BAY CASREP PROJECT NUMBER 15897171,11TH COAST GUARD DISTRICT OFFICE,JW HANSON HEATING AND AIR,SONOMA,5,954019105,60,NA,NA,NA,NA
238220,7995,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",HOT WATER RETURN LINE,605-VA LOMA LINDA HLTHCR SYS(00605),"BORJA ENGINEERING & CONSTRUCTION, INC",SAN DIEGO,50,920253876,60,NA,NA,NA,NA
238220,9192,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",STEAMCONDENSATE SYSTEM THERMAL ASSESSMENT,605-VA LOMA LINDA HLTHCR SYS(00605),"BORJA ENGINEERING & CONSTRUCTION, INC",SAN DIEGO,50,920253876,60,NA,NA,NA,NA
238220,12789,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",LAUNDRY OPENING SLATS DAMAGE,600-VA LONG BEACH HLTCAR SYS(00600),"KOTUKU, INC.",LOS ANGELES,43,902484428,60,NA,NA,NA,NA
238220,12885,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",DENTAL AIR SYSTEMS,600-VA LONG BEACH HLTCAR SYS(00600),CERTIFIED MEDICAL SALES,RIVERSIDE,42,925622251,60,NA,NA,NA,NA
238220,14070.61,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",70% PINK GLYCOL AND FUSE LINKS,554-DENVER (00554),"REFRIGERATION SUPPLIES DISTRIBUTOR, INCORPORATED",ORANGE,45,926308831,60,NA,NA,NA,NA
238220,15744.3,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",MITSUBISHI MULTI CITY CONDENSING UNIT,261-NETWORK CONTRACT OFFICE 21 (36C261),CONTROL POINT AIR,SAN MATEO,14,944012127,60,NA,NA,NA,NA
238220,16426.74,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,PUMP OUT WATER MIXED WITH KITCHEN GREASE PH61,NAVFAC SOUTHWEST,"MIK CONSTRUCTION, INC.",LOS ANGELES,38,906063184,60,NA,NA,NA,NA
238220,16703,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",CHILLERS PM,600-VA LONG BEACH HLTCAR SYS(00600),"BORJA ENGINEERING & CONSTRUCTION, INC",SAN DIEGO,50,920253876,60,NA,NA,NA,NA
238220,19594,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",HOT WATER RETURN LINE,605-VA LOMA LINDA HLTHCR SYS(00605),"BORJA ENGINEERING & CONSTRUCTION, INC",SAN DIEGO,50,920253876,56,NA,NA,NA,NA
238220,19620,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",B216-NEW JOCKEY PUMP AND FIRE PUMP.,600-VA LONG BEACH HLTCAR SYS(00600),"WEST COAST FIRE PROTECTION, INC.",SAN BERNARDINO,35,917108405,56,NA,NA,NA,NA
238220,21300,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,EXERCISE OPTION.,F1H3A8 9 CES CERF,"ADVANCED CHEMICAL TECHNOLOGY, INC",SAN BERNARDINO,31,917305115,60,NA,NA,NA,NA
238220,21800.94,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,IDIQ PLUMBING OPTION 1,NAVFAC SOUTHWEST,"AIR WEST MECHANICAL CONSTRUCTION, INC.",LOS ANGELES,38,906052762,60,NA,NA,NA,NA
238220,24000,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",B206 DIRECT DIGITAL CONTROL SYSTEM PROGRAMMING,691-VA GREATER LA HLTHCR SYS(00691),"AIR CONTROL TECHNOLOGIES, INC.",LOS ANGELES,34,900264724,60,NA,NA,NA,NA
238220,27420.59,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,COMMUNICATIONS SHELTER,NAVAL SURFACE WARFARE CENTER,B & H INTERNATIONAL LLC,KERN,23,933132041,60,NA,NA,NA,NA
238220,29993,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,CONNECTS THE CRAC UNIT IN RM 217 B.24 (TTG-PAC) TO A PANEL WITH SUFFICIENT CAPACITY.,TACTICAL TRAINING GROUP PACIFIC,PARADIGM MECHANICAL CORP.,SAN DIEGO,53,919451311,60,NA,NA,NA,NA
238220,32752.94,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,COMPACT HD CAMERA,NAVAL SURFACE WARFARE CENTER,B & H INTERNATIONAL LLC,KERN,23,933132041,60,NA,NA,NA,NA
238220,34828,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",LIEBERT PDX AIR-COOLED SYSTEM LIEBERT MC AIR-COOLED MICROCHANNEL CONDENSER,600-VA LONG BEACH HLTCAR SYS(00600),KOTUKU INC.,ORANGE,39,906214623,60,NA,NA,NA,NA
238220,39056,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X012 AIR TRAFFIC CONTROL TOWER FIRE WATER RECONNECTION,COMMANDING OFFICER,MILLENNIUM FIRE PROTECTION CORPORATION,SAN DIEGO,49,920581241,60,NA,NA,NA,NA
238220,47739,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,SLICK ROCK LIFT STATION,US ARMY ENGINEER DISTRICT SACRAMENT,"WHEELER, SIDNEY C",TULARE,23,932576327,60,NA,NA,NA,NA
238220,50650.81,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X014 MCRD - AC B31 JOC IDIQ TASK ORDER AWARD N6247321F4203 FOR $50650.81,NAVFAC SOUTHWEST,HEFFLER CONTRACTING GROUP,SAN DIEGO,53,920215464,60,NA,NA,NA,NA
238220,50971,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X015 MIRAMAR - HEATERS AT GUARD SHACK,COMMANDING OFFICER,HEFFLER CONTRACTING GROUP,SAN DIEGO,53,920215464,60,NA,NA,NA,NA
238220,62727.73,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,YUMA URBAN COMPLEX FACILITY ELECTRICAL INFRASTRUCTURE,NAVAL SURFACE WARFARE CENTER,B & H INTERNATIONAL LLC,KERN,23,933132041,60,NA,NA,NA,NA
238220,73819.95,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",EMERGENCY BOILER SAFETY RELIEF VALVES,691-VA GREATER LA HLTHCR SYS(00691),BLUERIDGE TECHNOLOGY INC,LOS ANGELES,47,908081237,60,NA,NA,NA,NA
238220,78645,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,PM333 PH1391 AND PH12901291,NAWCWD CODE 17000E,HEFFLER CONTRACTING GROUP,SAN DIEGO,53,920215464,60,NA,NA,NA,NA
238220,81916.5,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X034 WH625 WATER RISER LEAK,COMMANDING OFFICER,PARADIGM MECHANICAL CORP.,SAN DIEGO,53,919451311,60,NA,NA,NA,NA
238220,84626,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,NAWS1101 TANK HILL ROAD FENCE AND GATE,NAVFAC SOUTHWEST,"CM CONSTRUCTION SERVICES, INC.",TULARE,22,932919261,60,NA,NA,NA,NA
238220,86696.73,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,AUDIO EQUIPMENT,NAVAL SURFACE WARFARE CENTER,B & H INTERNATIONAL LLC,KERN,23,933132041,60,NA,NA,NA,NA
238220,91676,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",SINK FLUSHING PM PER VHA DIRECTIVE 1061 VA SAN DIEGO HEALTHCARE SYSTEM,664-SAN DIEGO HEALTHCARE SYS(00664),ARNDT CONSULTING SERVICES,ALAMEDA,15,945507207,60,NA,NA,NA,NA
238220,99330,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X022 MCRD - GENERATOR EXHAUST FAN B5,CG MCRD SD,HEFFLER CONTRACTING GROUP,SAN DIEGO,53,920215464,60,NA,NA,NA,NA
238220,107777,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",COLD WATER PIPING,691-VA GREATER LA HLTHCR SYS(00691),"BLUE NOSE IT SOLUTIONS, INC.",SAN DIEGO,52,921236402,60,NA,NA,NA,NA
238220,113280,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",TEMPORARY JOURNEYMEN PLUMBERS,664-SAN DIEGO HEALTHCARE SYS(00664),AGBW CORPORATION,SAN DIEGO,51,919111624,60,NA,NA,NA,NA
238220,116907,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X023 MIRAMAR - COMPRESSED AIR B7490,COMMANDING OFFICER,HEFFLER CONTRACTING GROUP,SAN DIEGO,53,920215464,60,NA,NA,NA,NA
238220,117043.26,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,238220 IDIQ JOC,NAVFAC SOUTHWEST,HEFFLER CONTRACTING GROUP,SAN DIEGO,53,920215464,60,NA,NA,NA,NA
238220,120659.57,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X012 EQ19 - PORTABLE BOILER FOR PLANT 4 FAC. 14530,NAVFAC SOUTHWEST,PARADIGM MECHANICAL CORP.,SAN DIEGO,53,919451311,60,NA,NA,NA,NA
238220,143735,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,OT-1 STOMP DECK DRAINS,NAVAL INFORMATION WARFARE SYSTEMS,HEFFLER CONTRACTING GROUP,SAN DIEGO,53,920215464,60,NA,NA,NA,NA
238220,146750.79,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X026 CONNECTION OF SAFE SPILL SYSTEM TO EXISTING WATER AND UTILIT,DEFENSE FINANCE AND ACCOUNTING SERV,"MIK CONSTRUCTION, INC.",LOS ANGELES,38,906063184,60,NA,NA,NA,NA
238220,178591,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,RM15-2780 HVAC AND DDC FACILITY OPTIMIZATION EXTENDING CCD TO JULY 8 2022.,NAVFAC SOUTHWEST,"PREFERRED CONSTRUCTION COMPANY, INC.",LOS ANGELES,47,908043375,60,NA,NA,NA,NA
238220,187442.79,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,WEATHER RESISTANT LOUDSPEAKER,NAVAL SURFACE WARFARE CENTER,B & H INTERNATIONAL LLC,KERN,23,933132041,60,NA,NA,NA,NA
238220,210511.85,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X030 B609 IWTP WATER LEAK,COMMANDING OFFICER,PARADIGM MECHANICAL CORP.,SAN DIEGO,53,919451311,60,NA,NA,NA,NA
238220,222950,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,B280 AC AND DDC CONTROLS (NATCTY) NBSD ACQR 5870310,NAVFAC SOUTHWEST,HEFFLER CONTRACTING GROUP,SAN DIEGO,53,920215464,60,NA,NA,NA,NA
238220,230668,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X002 DB FRCSW FIRE PROTECTION NBC,NAVFAC SOUTHWEST,MILLENNIUM FIRE PROTECTION CORPORATION,SAN DIEGO,49,920581241,60,NA,NA,NA,NA
238220,331582,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,AWEMS INTEGRATION TO SMART GRID NETWORK. P00001,NAVFAC SOUTHWEST,"PREFERRED CONSTRUCTION COMPANY, INC.",LOS ANGELES,47,908043375,60,NA,NA,NA,NA
238220,334900,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,AIR TRAFFIC CONTROL TOWER FIRE WATER RECONNECTION AT MCAS CAMP PENDLETON CA,COMMANDING OFFICER,MILLENNIUM FIRE PROTECTION CORPORATION,SAN DIEGO,49,920581241,60,NA,NA,NA,NA
238220,602720.54,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,BASE: HVAC SYSTEM PM 774 OPTION 1: PM 166 167 168 169 OPTION 2 PM212 BOILER,NAVFAC SOUTHWEST,"MIK CONSTRUCTION, INC.",LOS ANGELES,38,906063184,60,NA,NA,NA,NA
238220,1239212,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,BASE ITEM 00010002 OPTION 00010002,NAVFAC SOUTHWEST,HC WEST LLC,SAN DIEGO,52,921111019,60,NA,NA,NA,NA
238220,1655555,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,NBSD B91 HVAC & DDS,SOUTHWEST REGIONAL MAINT CTR - AIM,"PUBLIC WORKS CONTRACTOR, INC.",SAN DIEGO,53,919781743,60,NA,NA,NA,NA
238290,2125,DEPARTMENT OF DEFENSE (DOD),DEFENSE LOGISTICS AGENCY,8507902938!INSULATION PIPE FIT,DLA TROOP SUPPORT,"ADVANCED THERMAL PRODUCTS, INC.",ORANGE,45,926145510,56,NA,NA,NA,NA
238290,6149.5,DEPARTMENT OF DEFENSE (DOD),DEFENSE LOGISTICS AGENCY,8507850018!INSULATION PIPE FIT,DLA TROOP SUPPORT,"ADVANCED THERMAL PRODUCTS, INC.",ORANGE,45,926145510,56,NA,NA,NA,NA
238290,10234.16,DEPARTMENT OF DEFENSE (DOD),DEFENSE LOGISTICS AGENCY,8508247944!OTHER WAREHOUSE BUILDINGS RE,DLA DISTRIBUTION,PRO-ACCESS SOLUTIONS INC.,SAN JOAQUIN,9,95205,60,NA,NA,NA,NA
238290,11750,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,MOVE AND LEVEL CNC MACHINE,NAVAL SURFACE WARFARE CENTER,GEOCLEAR LLC,RIVERSIDE,42,925305438,60,NA,NA,NA,NA
238290,16330,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,50K FORKLIFT TO OFFLOAD SHAKER TABLE,NAVAL AIR WARFARE CENTER,"VALLEY WIDE ENGINEERING & CONSTRUCTION, INC",SAN BERNARDINO,8,935621927,60,NA,NA,NA,NA
238290,28300,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,EXERCISE OY 1 OF AUTOMATIC DOORS MX,F1H3A8 9 CES CERF,"HILL, ALEX",SACRAMENTO,3,945719710,60,NA,NA,NA,NA
238290,28500,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",VERTICAL LIFT ELEVATOR,261-NETWORK CONTRACT OFFICE 21 (36C261),VALLEY ELEVATOR INC,FRESNO,22,937105138,60,NA,NA,NA,NA
238290,41767,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",YOGI CHAINS & PUSHER,691-VA GREATER LA HLTHCR SYS(00691),"ETHOSENERGY FIELD SERVICES, LLC",LOS ANGELES,38,906703750,60,NA,NA,NA,NA
238290,55752.62,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,EXERCISE AND FUND OPTION YEAR 1,60 CES CEOE,"VOORWINDEN, WILLIAM D",SOLANO,3,945331569,60,NA,NA,NA,NA
238310,12835.8,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,LAGGING MATERIAL - INSULATION,NAVSEA HQ,B & H INTERNATIONAL LLC,KERN,23,933132041,60,NA,NA,NA,NA
