assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,total_obligated_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_funded_by_COVID-19_supplementals_for_overall_aw,obligated_amount_funded_by_COVID-19_supplementals_for_overall_a,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_duns,recipient_name,recipient_parent_duns,recipient_parent_name,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,last_modified_date
8900_DEFE0031562_-NONE-_81.089_0003,ASST_NON_DEFE0031562_8900,DEFE0031562,0003,,SAI EXEMPT,240000.00,2240000.00,0.00,500000.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-09,2020,2018-01-25,2022-03-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LABORATORY,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892404,FOSSIL ENERGY,089-X-0213-000,089-0213,25.5: Research and development contracts,0004: ADVANCED ENERGY SYSTEMS;0005: CROSS-CUTTING RESEARCH,062511126,"ELECTRIC POWER RESEARCH INSTITUTE, INC.",062511126,"ELECTRIC POWER RESEARCH INSTITUTE, INC.",USA,UNITED STATES,3420 HILLVIEW AVENUE,,55282,PALO ALTO,085,SANTA CLARA,CA,CALIFORNIA,94304,1388,18,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA55282,PALO ALTO,085,SANTA CLARA,CALIFORNIA,94304-1388,18,,81.089,FOSSIL ENERGY RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"DE-FE0031562 ENTITLED 
''CHARACTERIZATION OF LONG-TERM SERVICE COAL COMBUSTION POWER PLANT EXTREME ENVIRONMENT MATERIALS''.  
AMENDMENT 0003:  THE PURPOSE OF THIS AMENDMENT IS ISSUE A BUDGET REVISION AND EXTEND THE PROJECT.",NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEFE0031562_8900/,2020-09-14 20:33:54.042798+00
8900_DEEE0008536_-NONE-_81.087_0002,ASST_NON_DEEE0008536_8900,DEEE0008536,0002,,SAI NOT AVAILABLE,0.00,1812725.00,0.00,582988.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-09,2020,2019-04-01,2020-09-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892434,GOLDEN FIELD OFFICE,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892403,ENERGY EFFICIENCYRENEWABLE ENERGY,089-X-0321-000,089-0321,"41.0: Grants, subsidies, and contributions",0101: SOLAR ENERGY,047120084,"UNIVERSITY OF CALIFORNIA, DAVIS",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,1850 RESEARCH PARK DRIVE,,18100,DAVIS,113,YOLO,CA,CALIFORNIA,95618,6153,03,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA18100,DAVIS,113,YOLO,CALIFORNIA,95618-6153,03,,81.087,RENEWABLE ENERGY RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),ADDITIVELY-MANUFACTURED MOLTEN SALT-TO-SUPERCRITICAL CARBON DIOXIDE HEAT EXCHANGER,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEEE0008536_8900/,2020-09-24 18:45:51.363268+00
8900_DEAR0000990_-NONE-_81.135_0001,ASST_NON_DEAR0000990_8900,DEAR0000990,0001,,,0.00,3235764.00,0.00,480726.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-09,2020,2019-02-25,2022-02-24,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897030,ADVANCED RSRCH PROJ AGENCY ARPA-E,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897002,ADVANCED RSRCH PROJ AGENCY ARPA-E,089-X-0337-000,089-0337,25.5: Research and development contracts,0001: ARPA-E PROJECTS,791427953,PRIMUS POWER CORPORATION,,,USA,UNITED STATES,3967 TRUST WAY,,33000,HAYWARD,001,ALAMEDA,CA,CALIFORNIA,94545,,15,,,,CITY-WIDE,USA,UNITED STATES,CA33000,HAYWARD,001,ALAMEDA,CALIFORNIA,CITY-WIDE,15,,81.135,ADVANCED RESEARCH PROJECTS AGENCY - ENERGY,05,COOPERATIVE AGREEMENT (B),"PRIMUS POWER CORPORATION WILL RETHINK THE STRUCTURE OF A ZINC BROMINE BATTERY TO REALIZE A LOW-COST, LONG-DURATION AND LONG CALENDAR LIFE ENERGY STORAGE PLATFORM FOR GRID-SCALE ENERGY STORAGE.",NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEAR0000990_8900/,2020-09-14 20:33:54.042798+00
8900_DESC0021190_-NONE-_81.049_-NONE-,ASST_NON_DESC0021190_8900,DESC0021190,,,SAI EXEMPT,150000.00,150000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-09,2020,2020-08-15,2020-12-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0001: BASIC ENERGY SCIENCES,092530369,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,"10889 WILSHIRE BOULEVARD, SUITE 700",BOX 951406,44000,LOS ANGELES,037,LOS ANGELES,CA,CALIFORNIA,90095,1406,33,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA44000,LOS ANGELES,037,LOS ANGELES,CALIFORNIA,90095-1547,33,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),SPECTRAL AND SPATIAL PROPERTIES OF AMPLIFIED RADIATION IN HIGH GAIN TAPERING ENHANCED STIMULATED SUPER-RADIANT AMPLIFICATION REGIME,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0021190_8900/,2020-09-14 20:33:54.042798+00
8900_DESC0019448_-NONE-_81.049_0002,ASST_NON_DESC0019448_8900,DESC0019448,0002,,SAI EXEMPT,700000.00,2100000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-09,2020,2018-09-15,2021-09-14,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0001: BASIC ENERGY SCIENCES,046705849,"UNIVERSITY OF CALIFORNIA, IRVINE",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,141 INNOVATION STE 250,,36770,IRVINE,059,ORANGE,CA,CALIFORNIA,92617,3213,45,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA36770,IRVINE,059,ORANGE,CALIFORNIA,92617-3213,45,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),SPACE-TIME QUANTUM INFORMATION FROM THE ENTANGLED STATES OF MAGNETIC MOLECULE,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0019448_8900/,2020-09-14 20:33:54.042798+00
8900_DESC0020377_-NONE-_81.049_0002,ASST_NON_DESC0020377_8900,DESC0020377,0002,,SAI EXEMPT,-225000.00,675000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-09,2020,2019-09-15,2021-09-14,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0002: ADVANCED SCIENTIFIC COMPUTING RESEARCH,009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE",USA,UNITED STATES,485 BROADWAY,THIRD FLOOR,60102,REDWOOD CITY,081,SAN MATEO,CA,CALIFORNIA,94063,,18,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA73906,STANFORD,085,SANTA CLARA,CALIFORNIA,94305-2004,18,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),TOUGH ERRORS ARE NO MATCH (TEAM): OPTIMIZING THE QUANTUM COMPILER FOR NOISE RESILIENCE,NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0020377_8900/,2020-09-14 20:33:54.042798+00
8900_DESC0020164_-NONE-_81.049_0001,ASST_NON_DESC0020164_8900,DESC0020164,0001,,SAI EXEMPT,394790.00,858358.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-09,2020,2019-09-15,2021-09-14,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0003: BIOLOGICAL AND ENVIRONMENTAL RESEARCH,047120084,"UNIVERSITY OF CALIFORNIA, DAVIS",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,1850 RESEARCH PARK DR,,18100,DAVIS,113,YOLO,CA,CALIFORNIA,95618,6153,03,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA18100,DAVIS,113,YOLO,CALIFORNIA,95618-6153,03,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),COMBING GENOME-WIDE ASSOCIATION STUDIES AND EXPRESSION QUANTITATIVE TRAIT NUCLEOTIDE MAPPING WITH MOLECULAR AND GENETIC VALIDATIONS TO IDENTIFY TRANSCRIPTIONAL NETWORKS REGULATING DROUGHT TOLERANCE,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0020164_8900/,2020-10-22 19:17:03.369607+00
8900_DEFE0031868_-NONE-_81.089_0002,ASST_NON_DEFE0031868_8900,DEFE0031868,0002,,SAI EXEMPT,918077.00,2079657.00,0.00,672472.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-09,2020,2020-04-10,2021-04-09,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LABORATORY,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892404,FOSSIL ENERGY,089-X-0213-000,089-0213,25.5: Research and development contracts,0020: NATURAL GAS TECHNOLOGIES,112219014,PALO ALTO RESEARCH CENTER INCORPORATED,117052210,XEROX HOLDINGS CORPORATION,USA,UNITED STATES,3333 COYOTE HILL RD,,55282,PALO ALTO,085,SANTA CLARA,CA,CALIFORNIA,94304,1314,18,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA55282,PALO ALTO,085,SANTA CLARA,CALIFORNIA,94304-1314,18,,81.089,FOSSIL ENERGY RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"PALO ALTO RESEARCH CENTER
PROJECT TITLE - GAS TO CARBON FIBER CRYSTALS (G2-CFX)
DE-FE0031868 AMENDMENT 0002 - INCREMENTAL FUNDING",NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEFE0031868_8900/,2020-09-14 20:33:54.042798+00
8900_DESC0021255_-NONE-_81.049_-NONE-,ASST_NON_DESC0021255_8900,DESC0021255,,,SAI EXEMPT,550000.00,550000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-09,2020,2020-08-01,2021-07-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0006: FUSION ENERGY SCIENCES,009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE",USA,UNITED STATES,485 BROADWAY,THIRD FLOOR,60102,REDWOOD CITY,081,SAN MATEO,CA,CALIFORNIA,94063,,18,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA73906,STANFORD,085,SANTA CLARA,CALIFORNIA,94305-2004,18,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),STUDIES OF HIGH ENERGY DENSITY DISCHARGE AND LASER-DRIVEN DEFLAGRATING PLASMA STAGNATIONS,NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0021255_8900/,2020-09-14 20:33:54.042798+00
8900_DENE0008846_-NONE-_81.121_0003,ASST_NON_DENE0008846_8900,DENE0008846,0003,,SAI UNKNOWN,0.00,2925057.00,0.00,731265.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-02,2020,2019-05-15,2020-09-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892432,IDAHO OPERATIONS OFFICE,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892400,NUCLEAR ENERGY,089-X-0319-000,089-0319,25.2: Other services from non-Federal sources,0043: NUCLEAR ENERGY ENABLING TECHNOLOGIES R&D,062511126,"ELECTRIC POWER RESEARCH INSTITUTE, INC.",062511126,"ELECTRIC POWER RESEARCH INSTITUTE, INC.",USA,UNITED STATES,3420 HILLVIEW AVENUE,,55282,PALO ALTO,085,SANTA CLARA,CA,CALIFORNIA,94304,1338,18,,,,CITY-WIDE,USA,UNITED STATES,CA55282,PALO ALTO,085,SANTA CLARA,CALIFORNIA,CITY-WIDE,18,,81.121,"NUCLEAR ENERGY RESEARCH, DEVELOPMENT AND DEMONSTRATION",05,COOPERATIVE AGREEMENT (B),"COMPETITIVE COOPERATIVE AGREEMENT:  U.S. INDUSTRY OPPORTUNITIES FOR ADVANCED NUCLEAR TECHNOLOGY DEVELOPMENT FOA #DE-FOA-0001817
ADDITION OF A SUBCONTRACTOR",NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DENE0008846_8900/,2020-09-28 16:55:36.026739+00
8900_DEIA0000018_-NONE-_81.087_0020,ASST_NON_DEIA0000018_8900,DEIA0000018,0020,,,0.00,12500000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-08,2020,2015-10-01,2021-09-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,893030,HEADQUARTERS PROCUREMENT SERVICES,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,894002,INTERNATIONAL AFFAIRS,089-2017/2018-0228-000;089-X-0213-000;089-X-0222-000;089-X-0321-000,089-0213;089-0222;089-0228;089-0321,25.1: Advisory and assistance services;25.2: Other services from non-Federal sources,0003: BIOLOGICAL AND ENVIRONMENTAL RESEARCH;0005: CROSS-CUTTING RESEARCH;0014: INTERNATIONAL AFFAIRS;0103: WATER POWER,124726725,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,SPONSORED PROJECTS OFFICE,2150 SHATTUCK AVE RM 313,06000,BERKELEY,001,ALAMEDA,CA,CALIFORNIA,94704,5940,05,,,,CITY-WIDE,USA,UNITED STATES,CA06000,BERKELEY,001,ALAMEDA,CALIFORNIA,CITY-WIDE,05,,81.087,RENEWABLE ENERGY RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),CERC -CHINA,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEIA0000018_8900/,2020-09-14 20:33:54.042798+00
8900_DESC0020010_-NONE-_81.049_0001,ASST_NON_DESC0020010_8900,DESC0020010,0001,,SAI EXEMPT,1099518.00,1299360.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-04,2020,2019-07-01,2021-08-23,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0011: SMALL BUSINESS INNOVATION RESEARCH,078618369,"RADIABEAM SYSTEMS, LLC",,,USA,UNITED STATES,1713 STEWART ST,,70000,SANTA MONICA,037,LOS ANGELES,CA,CALIFORNIA,90404,4021,33,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA70000,SANTA MONICA,037,LOS ANGELES,CALIFORNIA,90404-4021,33,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),"SAFE, HIGH-THROUGHPUT, SELF-CONTAINED IRRADIATOR",NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0020010_8900/,2020-09-14 20:33:54.042798+00
8900_DESC0021140_-NONE-_81.049_-NONE-,ASST_NON_DESC0021140_8900,DESC0021140,,,SAI EXEMPT,479427.00,923985.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-04,2020,2020-09-01,2021-08-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0006: FUSION ENERGY SCIENCES,092530369,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,"10889 WILSHIRE BOULEVARD, SUITE 700",BOX 951406,44000,LOS ANGELES,037,LOS ANGELES,CA,CALIFORNIA,90095,1406,33,,,,SINGLE ZIP CODE,USA,UNITED STATES,NJ60900,PRINCETON,021,MERCER,NEW JERSEY,08543-0000,12,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),"FARADAY-EFFECT POLARIMETRY-INTERFEROMETRY DIAGNOSTIC FOR INTERNAL
PLASMA MAGNETIC FIELD AND MAGNETIC FLUCTUATION MEASUREMENTS IN THE NSTX-U SPHERICAL TOKAMAK",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0021140_8900/,2020-09-14 20:33:54.042798+00
8900_DEFE0031596_-NONE-_81.089_0005,ASST_NON_DEFE0031596_8900,DEFE0031596,0005,,SAI EXEMPT,0.00,2905620.00,0.00,726805.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-03,2020,2018-06-01,2021-02-28,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LABORATORY,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892404,FOSSIL ENERGY,089-X-0213-000,089-0213,25.5: Research and development contracts,0002: CARBON CAPTURE,112716311,"MEMBRANE TECHNOLOGY AND RESEARCH, INC.",,,USA,UNITED STATES,39630 EUREKA DRIVE,,50916,NEWARK,001,ALAMEDA,CA,CALIFORNIA,94560,4805,17,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA50916,NEWARK,001,ALAMEDA,CALIFORNIA,94560-4805,17,,81.089,FOSSIL ENERGY RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"AWARD NUMBER DE-FE0031596
TITLE: ''DEVELOPMENT OF SELF-ASSEMBLY ISOPOROUS SUPPORTS ENABLING TRANSFORMATIONAL MEMBRANE PERFORMANCE FOR COST EFFECTIVE CARBON CAPTURE'' 
AMENDMENT 0005 IS BEING ISSUED TO AUTHORIZE AN EXTENSION, RECOGNIZE A CHANGE TO THE FEDERAL PROGRAM MANAGER, AND REVISE THE AWARD SPECIAL TERMS AND CONDITIONS.",NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEFE0031596_8900/,2020-09-14 20:33:54.042798+00
8900_DESC0019352_-NONE-_81.049_0003,ASST_NON_DESC0019352_8900,DESC0019352,0003,,SAI EXEMPT,47000.00,1149662.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-04,2020,2018-08-01,2021-07-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0006: FUSION ENERGY SCIENCES,092530369,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,"10889 WILSHIRE BOULEVARD, SUITE 700",BOX 951406,44000,LOS ANGELES,037,LOS ANGELES,CA,CALIFORNIA,90095,1406,33,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA44000,LOS ANGELES,037,LOS ANGELES,CALIFORNIA,90095-1547,33,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),MULTI-FIELD AND MULTI-SCALE TURBULENCE MEASUREMENTS AND VALIDATION OF PREDICTIVE TURBULENCE SIMULATIONS IN ADVANCED TOKAMAK DIII-D PLASMAS,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0019352_8900/,2020-09-14 20:33:54.042798+00
